date,residual,split
2019-12-31,92.39199829101562,train
2020-01-02,2.508644733949396,train
2020-01-03,-0.8577334318814707,train
2020-01-06,1.0511042901985945,train
2020-01-07,0.6294742272825999,train
2020-01-08,-0.9247396764505993,train
2020-01-09,0.4174624609292721,train
2020-01-10,-0.5827756342629584,train
2020-01-13,-0.0668442900103372,train
2020-01-14,-0.7190989696199921,train
2020-01-15,-0.717621575861827,train
2020-01-16,0.7554475349290897,train
2020-01-17,-0.33724165951595353,train
2020-01-21,0.8312609423238086,train
2020-01-22,0.45914367381753607,train
2020-01-23,-0.5244136054841277,train
2020-01-24,-1.1054426501787873,train
2020-01-27,-1.5664257445617835,train
2020-01-28,0.8319680792098154,train
2020-01-29,0.614278202736287,train
2020-01-30,-0.5556891220595048,train
2020-01-31,7.524956857192734,train
2020-02-03,1.0851083431565627,train
2020-02-04,1.4318376337957517,train
2020-02-05,0.741285136173687,train
2020-02-06,-0.540356797530066,train
2020-02-07,2.138081993116643,train
2020-02-10,3.0630134675460425,train
2020-02-11,0.19339940580759674,train
2020-02-12,1.5433418897694082,train
2020-02-13,-0.89428783989149,train
2020-02-14,-0.9895967112187805,train
2020-02-18,1.7121387887842445,train
2020-02-19,-0.07421716344325091,train
2020-02-20,-0.3576894418740153,train
2020-02-21,-2.9210380591099465,train
2020-02-24,-4.878746236776649,train
2020-02-25,-1.4858217043815785,train
2020-02-26,-0.3108851595632274,train
2020-02-27,-4.7203861872681045,train
2020-02-28,-0.18700513848068567,train
2020-03-02,3.228283960329705,train
2020-03-03,-2.1681150955561037,train
2020-03-04,3.289226628523096,train
2020-03-05,-2.099677604647809,train
2020-03-06,-1.9653516689415653,train
2020-03-09,-4.06231427376278,train
2020-03-10,3.126044327546964,train
2020-03-11,-2.6120736828401334,train
2020-03-12,-8.030590788081753,train
2020-03-13,5.137689774033703,train
2020-03-16,-3.742423752262795,train
2020-03-17,3.9377703718282504,train
2020-03-18,3.5423633256623646,train
2020-03-19,0.7047203274268696,train
2020-03-20,-0.26793537512651255,train
2020-03-23,2.8489584894524285,train
2020-03-24,0.8793625410003187,train
2020-03-25,-1.1585030401542866,train
2020-03-26,2.3743625292100745,train
2020-03-27,-2.052813294661135,train
2020-03-30,3.0722473692274974,train
2020-03-31,-0.7662068855338333,train
2020-04-01,-2.010275463466087,train
2020-04-02,0.656939221678698,train
2020-04-03,-0.8012771037926996,train
2020-04-06,4.503900635756111,train
2020-04-07,1.3720873292748053,train
2020-04-08,0.9612660648054288,train
2020-04-09,0.9238032350226177,train
2020-04-13,5.661789849284887,train
2020-04-14,6.377440648058254,train
2020-04-15,1.7870904757491246,train
2020-04-16,4.689158528268024,train
2020-04-17,-0.530278138713058,train
2020-04-20,0.10671036122127475,train
2020-04-21,-2.460089957623552,train
2020-04-22,0.9485423058585525,train
2020-04-23,2.281138805051768,train
2020-04-24,0.5971640215440743,train
2020-04-27,-1.884530627719684,train
2020-04-28,-2.837540378071452,train
2020-04-29,2.3311682343423428,train
2020-04-30,5.276328749220028,train
2020-05-01,-9.15724894319402,train
2020-05-04,0.785117811343909,train
2020-05-05,1.2926780664486444,train
2020-05-06,-0.039509735107316146,train
2020-05-07,2.4953281965320713,train
2020-05-08,-0.0018210687104982526,train
2020-05-11,1.0654054480638706,train
2020-05-12,-1.0911955387502843,train
2020-05-13,-1.2341177835596824,train
2020-05-14,2.277338367457318,train
2020-05-15,0.7980811777528345,train
