date,residual,split
2019-12-31,27.8886661529541,train
2020-01-02,0.9156342908112869,train
2020-01-03,0.8649409911652484,train
2020-01-06,0.5690198738360444,train
2020-01-07,1.584953031493054,train
2020-01-08,1.619300677586466,train
2020-01-09,-0.8626166973706191,train
2020-01-10,-0.18248998718205556,train
2020-01-13,2.996644783333302,train
2020-01-14,1.0932127578210853,train
2020-01-15,-1.3464464456534415,train
2020-01-16,-0.12562272517528328,train
2020-01-17,-0.35100861262426974,train
2020-01-21,2.1405767337605894,train
2020-01-22,1.8790537062717618,train
2020-01-23,0.011693310370603172,train
2020-01-24,-0.565201676494901,train
2020-01-27,-0.6721059993300358,train
2020-01-28,0.8179733968406211,train
2020-01-29,1.267730772806921,train
2020-01-30,3.956580660531877,train
2020-01-31,0.5786146276750017,train
2020-02-03,8.766736041197483,train
2020-02-04,8.510598001093257,train
2020-02-05,-9.895729918584543,train
2020-02-06,0.7608687982275768,train
2020-02-07,-1.0390069242435018,train
2020-02-10,0.8698875568898288,train
2020-02-11,0.5229304974233102,train
2020-02-12,-0.2267795444668863,train
2020-02-13,3.364680104158623,train
2020-02-14,-1.347839801724163,train
2020-02-18,3.525969897651045,train
2020-02-19,4.707751496733771,train
2020-02-20,-1.3278974489196003,train
2020-02-21,0.23425311729811682,train
2020-02-24,-4.5462618912400785,train
2020-02-25,-2.0306351323280936,train
2020-02-26,-1.5125423635729973,train
2020-02-27,-6.081839660165343,train
2020-02-28,-0.969916684419502,train
2020-03-02,4.258720402947901,train
2020-03-03,1.005979947135728,train
2020-03-04,0.03396005698230198,train
2020-03-05,-2.1943722843605897,train
2020-03-06,-1.3489735542373538,train
2020-03-09,-6.984443172849453,train
2020-03-10,2.525978526509107,train
2020-03-11,-0.38685547667009956,train
2020-03-12,-4.47924718599193,train
2020-03-13,-1.4543074275695105,train
2020-03-16,-7.236492916151192,train
2020-03-17,-0.3299448612955267,train
2020-03-18,-4.339809972958623,train
2020-03-19,4.378498077134257,train
2020-03-20,-0.24687652627850554,train
2020-03-23,-0.5304914366935876,train
2020-03-24,5.557947079050784,train
2020-03-25,2.3298736386239014,train
2020-03-26,-0.9826103285182768,train
2020-03-27,-1.0009590692551527,train
2020-03-30,-1.214500896780173,train
2020-03-31,1.7109921238347212,train
2020-04-01,-2.9599641733242663,train
2020-04-02,-1.2064124678650465,train
2020-04-03,1.6054803605310113,train
2020-04-06,1.5087537169870302,train
2020-04-07,2.2651431964729056,train
2020-04-08,0.2834235008567987,train
2020-04-09,1.735907647563792,train
2020-04-13,5.172412009113863,train
2020-04-14,4.23986438441321,train
2020-04-15,1.4558773916116365,train
2020-04-16,1.1281909764605942,train
2020-04-17,0.3290349455946213,train
2020-04-20,-0.5475623298427905,train
2020-04-21,-3.3568854458142923,train
2020-04-22,2.335985625211329,train
2020-04-23,-1.588645795542675,train
2020-04-24,1.2499799772964906,train
2020-04-27,4.960563867135889,train
2020-04-28,-1.935639300278737,train
2020-04-29,3.088353547897384,train
2020-04-30,-1.8708636430186374,train
2020-05-01,-2.676364010035968,train
2020-05-04,0.5873264551206887,train
2020-05-05,0.9050916448422939,train
2020-05-06,0.7960526810674438,train
2020-05-07,0.007566919651075921,train
2020-05-08,2.655568594041732,train
2020-05-11,-0.5490895403998479,train
2020-05-12,-0.031098498524073648,train
2020-05-13,-1.065224622240585,train
2020-05-14,0.6864672480894356,train
2020-05-15,-0.6629314385698208,train
2020-05-18,1.0159999263897461,train
2020-05-19,-0.22733768007736188,train
2020-05-20,0.5341678605865781,train
2020-05-21,0.8314674531687487,train
2020-05-22,-0.8287054283131567,train
2020-05-26,0.07779077139012003,train
2020-05-27,0.18323049804975966,train
2020-05-28,-0.9258678934422093,train
2020-05-29,1.9364925579377257,train
2020-06-01,4.32971336506602,train
2020-06-02,-0.9415034771667266,train
2020-06-03,0.1205651686370004,train
2020-06-04,-1.4906461683346208,train
2020-06-05,1.2948887697510187,train
2020-06-08,4.238165880583843,train
2020-06-09,-0.1070142703116943,train
2020-06-10,5.654503064783668,train
2020-06-11,-3.355835766659922,train
2020-06-12,-2.2139725066357983,train
2020-06-15,3.002495809122948,train
2020-06-16,-0.2827092914824476,train
2020-06-17,0.6410497800663819,train
2020-06-18,0.8556086764063764,train
2020-06-19,-0.27677843331353813,train
2020-06-22,-0.5894630805009626,train
2020-06-23,0.5679079189086593,train
2020-06-24,-2.8599951958610177,train
2020-06-25,1.8341521567796946,train
2020-06-26,-1.8701843717152542,train
2020-06-29,3.2888572888497265,train
2020-06-30,5.135547990132608,train
2020-07-01,2.5503665994456526,train
2020-07-02,6.425669275835844,train
2020-07-06,10.919255753523643,train
2020-07-07,1.4074650063162863,train
2020-07-08,-1.4945803902569708,train
2020-07-09,2.2450202632448537,train
2020-07-10,9.9517897305102,train
2020-07-13,-2.64290584200333,train
2020-07-14,1.2756986564933896,train
2020-07-15,1.4206398390723507,train
2020-07-16,-2.9736461035957547,train
2020-07-17,-0.2551001396595325,train
2020-07-20,9.465672329147367,train
2020-07-21,-4.420515849072203,train
2020-07-22,2.355063154814104,train
2020-07-23,-5.556886863650391,train
2020-07-24,-6.491855469867247,train
2020-07-27,6.908940519255054,train
2020-07-28,-3.565019373152012,train
2020-07-29,1.2001784572399288,train
2020-07-30,-0.6213966165685321,train
2020-07-31,-3.8793062298480123,train
2020-08-03,3.2382462451355707,train
2020-08-04,0.3512770355032018,train
2020-08-05,-0.21436733778520534,train
2020-08-06,0.482270996342649,train
2020-08-07,-2.724017733356021,train
2020-08-10,-2.2524223059243553,train
2020-08-11,-2.605943258812516,train
2020-08-12,12.109776107412898,train
2020-08-13,5.088942059790469,train
2020-08-14,1.7367953106068228,train
2020-08-17,12.102777185291075,train
2020-08-18,4.746950997729414,train
2020-08-19,-0.9872010231304245,train
2020-08-20,8.402150185741988,train
2020-08-21,3.8196729544989694,train
2020-08-24,-3.399261764490518,train
2020-08-25,1.2647166708272835,train
2020-08-26,8.334279626153489,train
2020-08-27,6.321532158989612,train
2020-08-28,-1.1272520494543983,train
2020-08-31,17.904083698824337,train
2020-09-01,-4.861659646249052,train
2020-09-02,-9.973065803037144,train
2020-09-03,-12.71239663104626,train
2020-09-04,2.287929483175361,train
2020-09-08,-29.79853930735291,train
2020-09-09,10.651858448700807,train
2020-09-10,2.110241252927338,train
2020-09-11,-0.10506947454743454,train
2020-09-14,15.236371336257434,train
2020-09-15,12.030410361639838,train
2020-09-16,-3.174113587686577,train
2020-09-17,-6.37276952994273,train
2020-09-18,5.767523129191744,train
2020-09-21,2.655019962234803,train
2020-09-22,-5.3036281110692585,train
2020-09-23,-15.55303804447722,train
2020-09-24,0.14356642242657358,train
2020-09-25,5.952099245833267,train
2020-09-28,4.373081104993446,train
2020-09-29,-0.3378422992936123,train
2020-09-30,3.3351391919942444,train
2020-10-01,6.84282190532366,train
2020-10-02,-10.754560273423579,train
2020-10-05,2.208616132865643,train
2020-10-06,-3.086300012065749,train
2020-10-07,3.4681958345119597,train
2020-10-08,0.333420054748359,train
2020-10-09,2.7213613231145644,train
2020-10-12,2.742021614712513,train
2020-10-13,1.4373237733732651,train
2020-10-14,5.220987446194755,train
2020-10-15,-4.305307623923142,train
2020-10-16,-3.2507326003594414,train
2020-10-19,-3.0216868993508683,train
2020-10-20,-2.810626436552525,train
2020-10-21,0.46486528725407084,train
2020-10-22,0.8151053356350246,train
2020-10-23,-1.7541777436033215,train
2020-10-26,-0.5212847370213751,train
2020-10-27,1.331939815559565,train
2020-10-28,-5.976371609194928,train
2020-10-29,1.463728046068951,train
2020-10-30,-7.5790275050701155,train
2020-11-02,3.7957074200227794,test
2020-11-03,11.518845094371528,test
2020-11-04,10.899175941255436,test
2020-11-05,16.376947296347225,test
2020-11-06,13.793665919263162,test
2020-11-09,10.769824710410433,test
2020-11-10,7.257940298303453,test
2020-11-11,9.520478241689233,test
2020-11-12,7.6649574868152115,test
2020-11-13,6.615103388707297,test
2020-11-16,6.415260151323395,test
2020-11-17,18.203458401701056,test
2020-11-18,33.357500865415574,test
